codigo;tipo;descricao;cidade;estado;data;ano;hora;aeronave_liberada;status_investigacao;aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_tipo;aeronave_fabricante;motor_tipo;aeronave_motor_quantidade;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_fase_operacao;aeronave_nivel_dano
53278;INCIDENTE;ESTOURO DE PNEU;SÃO PAULO;SP;20/05/2015;2015;16:40:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;DIAMOND AIRCRAFT;PISTÃO;MONOMOTOR;2;2012;BRASIL;TÁXI;NENHUM
53279;INCIDENTE;POUSO SEM TREM;GOVERNADOR VALADARES;MG;21/05/2015;2015;20:46:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1981;BRASIL;POUSO;SUBSTANCIAL
53280;INCIDENTE;ESTOURO DE PNEU;PORTO ALEGRE;RS;08/05/2015;2015;13:44:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;6;1974;BRASIL;CORRIDA APÓS POUSO;LEVE
53281;INCIDENTE;COLISÃO COM AVE;ITUPEVA;SP;25/05/2015;2015;19:14:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;6;2008;BRASIL;SUBIDA;LEVE
53282;INCIDENTE;PERDA DE COMPONENTE NO SOLO;JABOATÃO DOS GUARARAPES;PE;15/05/2015;2015;15:15:00;INDETERMINADO;FINALIZADA;1;NÃO;ULTRALEVE;FLYER INDUSTRIA AERONAUTICA LTDA;PISTÃO;MONOMOTOR;2;2008;BRASIL;POUSO;LEVE
53283;INCIDENTE;ESTOURO DE PNEU;COARI;AM;20/05/2015;2015;17:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;52;1996;BRASIL;CORRIDA APÓS POUSO;LEVE
53284;INCIDENTE;ESTOURO DE PNEU;JUAZEIRO DO NORTE;CE;16/05/2015;2015;22:15:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;4;2007;BRASIL;TÁXI;LEVE
53285;INCIDENTE;COM TREM DE POUSO;BELÉM;PA;09/05/2015;2015;12:53:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1981;BRASIL;POUSO;NENHUM
53286;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;07/05/2015;2015;13:40:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;DIAMOND AIRCRAFT;PISTÃO;MONOMOTOR;1;2014;BRASIL;MANOBRA;NENHUM
53287;INCIDENTE;FALHA DO MOTOR EM VOO;GUARULHOS;SP;30/04/2015;2015;22:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;JATO;BIMOTOR;125;2011;BRASIL;DECOLAGEM;NENHUM
53288;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;LONDRINA;PR;29/04/2015;2015;20:02:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1985;BRASIL;CIRCUITO DE TRÁFEGO;NENHUM
53289;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;CURITIBA;PR;08/04/2015;2015;17:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;RAYTHEON AIRCRAFT;JATO;BIMOTOR;8;2003;BRASIL;CRUZEIRO;LEVE
53290;INCIDENTE;VAZAMENTO DE COMBUSTÍVEL;PORTO VELHO;RO;06/04/2015;2015;20:20:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;52;1986;BRASIL;CRUZEIRO;NENHUM
53306;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;ATALAIA DO NORTE;AM;29/05/2015;2015;23:17:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;BIMOTOR;6;1998;BRASIL;CRUZEIRO;DESTRUÍDA
53307;ACIDENTE;PERDA DE CONTROLE EM VOO;BELO HORIZONTE;MG;07/06/2015;2015;18:25:00;SIM;FINALIZADA;1;NÃO;AVIÃO;HAWKER BEECHCRAFT;TURBOÉLICE;BIMOTOR;8;2008;BRASIL;DECOLAGEM;DESTRUÍDA
53308;INCIDENTE GRAVE;PERDA DE CONTROLE EM VOO;SÃO LUÍS;MA;09/06/2015;2015;16:05:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;6;1988;BRASIL;POUSO;LEVE
53309;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;ASSIS CHATEAUBRIAND;PR;04/02/2015;2015;19:50:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;MAULE AIRCRAFT;PISTÃO;MONOMOTOR;4;1992;BRASIL;CRUZEIRO;NENHUM
53310;INCIDENTE;ESTOURO DE PNEU;CARAUARI;AM;02/06/2015;2015;20:53:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;52;1996;BRASIL;POUSO;NENHUM
53311;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;MANAUS;AM;01/06/2015;2015;03:45:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;INDETERMINADO;INDETERMINADO;0;2012;PANAMÁ;CRUZEIRO;NENHUM
53312;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CANOAS;RS;29/05/2015;2015;02:03:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;JATO;BIMOTOR;125;2008;BRASIL;CRUZEIRO;NENHUM
53313;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;LONDRINA;PR;25/05/2015;2015;15:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;0;1979;BRASIL;DECOLAGEM;NENHUM
53314;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;24/05/2015;2015;18:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;75;2012;BRASIL;SUBIDA;NENHUM
53315;INCIDENTE;ESTOURO DE PNEU;SÃO PAULO;SP;23/05/2015;2015;15:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;6;2009;BRASIL;CORRIDA APÓS POUSO;NENHUM
53316;INCIDENTE;COLISÃO COM AVE;SÃO ROQUE;SP;21/05/2015;2015;17:15:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;4;2008;BRASIL;CRUZEIRO;LEVE
53317;INCIDENTE;ESTOURO DE PNEU;SÃO JOSÉ DOS CAMPOS;SP;21/05/2015;2015;11:50:00;INDETERMINADO;FINALIZADA;1;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;2007;BRASIL;TÁXI;NENHUM
53318;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;20/04/2015;2015;22:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1980;BRASIL;SUBIDA;NENHUM
53323;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;PATROCÍNIO;MG;05/06/2015;2015;15:05:00;SIM;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;1;1965;BRASIL;VOO A BAIXA ALTURA;SUBSTANCIAL
53324;ACIDENTE;PANE SECA;GOIÂNIA;GO;11/06/2015;2015;17:55:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1961;BRASIL;DECOLAGEM;SUBSTANCIAL
53325;ACIDENTE;PERDA DE CONTROLE NO SOLO;NOVO HAMBURGO;RS;13/06/2015;2015;16:30:00;SIM;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;2;1951;BRASIL;POUSO;SUBSTANCIAL
53326;INCIDENTE GRAVE;COM HÉLICE;GUARATINGUETÁ;SP;10/06/2015;2015;19:15:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1979;BRASIL;PROCEDIMENTO DE APROXIMAÇÃO IFR;LEVE
53327;ACIDENTE;FALHA DO MOTOR EM VOO;PACAEMBU;SP;14/06/2015;2015;18:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;1;1998;BRASIL;CRUZEIRO;SUBSTANCIAL
53328;INCIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;BRASÍLIA;DF;05/06/2015;2015;00:35:00;INDETERMINADO;FINALIZADA;1;NÃO;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;TURBOEIXO;BIMOTOR;7;2005;BRASIL;MANOBRA;LEVE
53330;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;14/06/2015;2015;12:27:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;EMBRAER;JATO;BIMOTOR;125;2010;BRASIL;APROXIMAÇÃO FINAL;NENHUM
53331;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;OURO PRETO;MG;16/06/2015;2015;19:10:00;INDETERMINADO;ATIVA;1;NÃO;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;5;1998;BRASIL;CRUZEIRO;DESTRUÍDA
53332;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;19/06/2015;2015;09:25:00;SIM;FINALIZADA;1;NÃO;AVIÃO;ISRAEL AIRCRAFT;JATO;BIMOTOR;8;1980;BRASIL;TÁXI;SUBSTANCIAL
53333;ACIDENTE;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;17/06/2015;2015;19:30:00;SIM;FINALIZADA;1;SIM;AVIÃO;AMERICAN CHAMPION;PISTÃO;MONOMOTOR;2;1997;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
53339;ACIDENTE;PERDA DE CONTROLE NO SOLO;RONDONÓPOLIS;MT;16/06/2015;2015;17:00:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;6;1975;BRASIL;POUSO;SUBSTANCIAL
53340;ACIDENTE;OUTROS;CAUCAIA;CE;26/06/2015;2015;19:38:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;TURBOEIXO;BIMOTOR;9;2013;BRASIL;PAIRADO;NENHUM
53341;ACIDENTE;PERDA DE CONTROLE EM VOO;SIQUEIRA CAMPOS;PR;17/06/2015;2015;21:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;INDETERMINADO;INDETERMINADO;INDETERMINADO;SEM TRAÇÃO;0;0;BRASIL;INDETERMINADA;SUBSTANCIAL
53342;ACIDENTE;PANE SECA;MAUÁ DA SERRA;PR;12/04/2015;2015;15:30:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;INPAER INDUSTRIA PAULISTA E AERONÁUTICA;PISTÃO;MONOMOTOR;0;0;BRASIL;CRUZEIRO;SUBSTANCIAL
53343;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CRUZ ALTA;RS;21/06/2015;2015;18:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;TACILLO JACOB FROHLICH;PISTÃO;MONOMOTOR;2;2003;BRASIL;DECOLAGEM;SUBSTANCIAL
53344;INCIDENTE;FALHA DO MOTOR EM VOO;PORTEL;PA;11/06/2015;2015;10:00:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;11;2000;BRASIL;CRUZEIRO;NENHUM
53345;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;25/06/2015;2015;14:25:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;8;1973;BRASIL;DECOLAGEM;LEVE
53346;INCIDENTE;ESTOURO DE PNEU;SÃO PAULO;SP;21/06/2015;2015;18:20:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;DIAMOND AIRCRAFT;PISTÃO;MONOMOTOR;1;2014;BRASIL;CORRIDA APÓS POUSO;NENHUM
53347;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;BELO HORIZONTE;MG;13/06/2015;2015;14:25:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;6;0;BRASIL;DECOLAGEM;NENHUM
53348;INCIDENTE;ESTOURO DE PNEU;SÃO JOSÉ DOS PINHAIS;PR;17/06/2015;2015;14:11:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1980;BRASIL;POUSO;NENHUM
53349;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;PORTO ALEGRE;RS;15/06/2015;2015;20:42:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;6;1999;BRASIL;DECOLAGEM;NENHUM
53351;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MARABÁ;PA;01/07/2015;2015;13:39:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;TURBOÉLICE;BIMOTOR;34;2004;BRASIL;CRUZEIRO;NENHUM
53353;INCIDENTE;FALHA DO MOTOR EM VOO;COARI;AM;23/02/2011;2011;09:50:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;21;1975;BRASIL;APROXIMAÇÃO FINAL;NENHUM
53354;INCIDENTE;ESTOURO DE PNEU;UBERLÂNDIA;MG;07/07/2015;2015;22:50:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;75;2012;BRASIL;POUSO;LEVE
53355;INCIDENTE GRAVE;OUTROS;MACAÉ;RJ;28/06/2015;2015;11:46:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;14;2003;BRASIL;DECOLAGEM VERTICAL;NENHUM
53356;ACIDENTE;PERDA DE CONTROLE NO SOLO;BLUMENAU;SC;05/07/2015;2015;18:15:00;SIM;FINALIZADA;1;SIM;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;2;1992;BRASIL;POUSO;SUBSTANCIAL
53357;INCIDENTE GRAVE;COM TREM DE POUSO;BELÉM;PA;03/07/2015;2015;13:35:00;SIM;FINALIZADA;1;SIM;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;6;1979;BRASIL;CORRIDA APÓS POUSO;LEVE
53358;INCIDENTE GRAVE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;SANTA INÊS;MA;07/07/2015;2015;20:00:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;7;2010;BRASIL;POUSO;SUBSTANCIAL
53359;ACIDENTE;POUSO ANTES DA PISTA;TATUÍ;SP;09/07/2015;2015;16:15:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;2006;BRASIL;POUSO;SUBSTANCIAL
53360;ACIDENTE;FALHA DO MOTOR EM VOO;CAUCAIA;CE;10/07/2015;2015;14:50:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BRITTEN-NORMAN;PISTÃO;BIMOTOR;10;1973;BRASIL;DESCIDA;SUBSTANCIAL
53361;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;RIBEIRÃO PRETO;SP;07/07/2015;2015;12:40:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;3;1993;BRASIL;POUSO;LEVE
53362;INCIDENTE;COM TREM DE POUSO;UBERLÂNDIA;MG;10/07/2015;2015;13:49:00;INDETERMINADO;FINALIZADA;1;NÃO;ULTRALEVE;RUPERT INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;0;0;BRASIL;POUSO;LEVE
53363;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANAUS;AM;04/07/2015;2015;20:02:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;INDETERMINADO;INDETERMINADO;0;1991;ESTADOS UNIDOS;CRUZEIRO;NENHUM
53364;INCIDENTE;ESTOURO DE PNEU;TERESINA;PI;13/07/2015;2015;14:58:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;FERNANDO SOARES GURGEL;PISTÃO;MONOMOTOR;4;2012;BRASIL;POUSO;LEVE
53370;ACIDENTE;PERDA DE CONTROLE NO SOLO;SAPEZAL;MT;29/06/2015;2015;19:40:00;SIM;ATIVA;1;NÃO;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;1;2000;BRASIL;DECOLAGEM;SUBSTANCIAL
53371;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CONFINS;MG;19/07/2015;2015;22:00:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;199;2014;BRASIL;CRUZEIRO;NENHUM
53372;ACIDENTE;PERDA DE CONTROLE EM VOO;CHAPADA DOS GUIMARÃES;MT;10/07/2015;2015;20:30:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;1999;BRASIL;MANOBRA;SUBSTANCIAL
53373;ACIDENTE;PERDA DE CONTROLE NO SOLO;LONDRINA;PR;21/07/2015;2015;17:25:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;5;1992;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
53374;ACIDENTE;FALHA DO MOTOR EM VOO;ITAITUBA;PA;14/07/2015;2015;19:30:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;INDETERMINADO;INDETERMINADO;0;1985;BRASIL;CRUZEIRO;SUBSTANCIAL
53375;ACIDENTE;PERDA DE CONTROLE EM VOO;MANAUS;AM;23/07/2015;2015;19:59:00;INDETERMINADO;ATIVA;1;NÃO;ANFÍBIO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;10;2004;BRASIL;DECOLAGEM;SUBSTANCIAL
53376;ACIDENTE;PERDA DE CONTROLE EM VOO;RIO VERDE;GO;19/07/2015;2015;00:15:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;INDETERMINADO;INDETERMINADO;0;1964;BRASIL;ARREMETIDA NO AR;DESTRUÍDA
53377;ACIDENTE;POUSO BRUSCO;CRUZ ALTA;RS;25/07/2015;2015;18:40:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;2;1962;BRASIL;POUSO;SUBSTANCIAL
53378;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;PONTA GROSSA;PR;25/07/2015;2015;20:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;KAPPA 77;PISTÃO;MONOMOTOR;2;2003;BRASIL;VOO A BAIXA ALTURA;SUBSTANCIAL
53379;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;IBATÉ;SP;24/07/2015;2015;19:15:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;ALBERTO BENEDITO PAULO IRALAH;PISTÃO;MONOMOTOR;4;2010;BRASIL;DESCIDA;SUBSTANCIAL
53380;ACIDENTE;FALHA DO MOTOR EM VOO;MONTENEGRO;RS;27/06/2015;2015;18:30:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;1997;BRASIL;DECOLAGEM;SUBSTANCIAL
53381;ACIDENTE;FALHA DO MOTOR EM VOO;CONSELHEIRO LAFAIETE;MG;29/06/2015;2015;18:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;ANTONINO MOTA;PISTÃO;MONOMOTOR;2;2011;BRASIL;CRUZEIRO;SUBSTANCIAL
53382;INCIDENTE;FALHA DO MOTOR EM VOO;CAMPO GRANDE;MS;28/07/2015;2015;19:34:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;4;1973;BRASIL;CRUZEIRO;SUBSTANCIAL
53385;INCIDENTE;COM TREM DE POUSO;LONDRINA;PR;04/07/2015;2015;16:35:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;2002;BRASIL;CIRCUITO DE TRÁFEGO;NENHUM
53386;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;30/06/2015;2015;12:45:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CHINCUL SACAIFI;PISTÃO;MONOMOTOR;4;1991;BRASIL;DECOLAGEM;LEVE
53387;INCIDENTE;ESTOURO DE PNEU;SÃO JOSÉ DOS CAMPOS;SP;27/07/2015;2015;15:45:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;6;2001;BRASIL;POUSO;LEVE
53388;INCIDENTE;ESTOURO DE PNEU;SÃO PAULO;SP;28/07/2015;2015;19:07:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;DIAMOND AIRCRAFT;PISTÃO;MONOMOTOR;1;2014;BRASIL;POUSO;LEVE
53389;INCIDENTE;F.O.D.;VILHENA;RO;06/07/2015;2015;11:31:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;MITSUBISHI;TURBOÉLICE;BIMOTOR;10;1978;BRASIL;CHEQUE DE MOTOR OU ROTOR;LEVE
53390;INCIDENTE;POUSO LONGO;IGARASSU;PE;16/05/2015;2015;12:28:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;2;1977;BRASIL;CORRIDA APÓS POUSO;NENHUM
53391;INCIDENTE;ESTOURO DE PNEU;JOINVILLE;SC;10/06/2015;2015;17:46:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;6;1992;BRASIL;DECOLAGEM;NENHUM
53392;INCIDENTE;COLISÃO COM AVE;MACAÉ;RJ;19/06/2015;2015;17:54:00;INDETERMINADO;FINALIZADA;1;NÃO;HELICÓPTERO;AGUSTA;TURBOEIXO;BIMOTOR;17;2013;BRASIL;DECOLAGEM;NENHUM
53402;INCIDENTE;COM TREM DE POUSO;SÃO JOSÉ DOS CAMPOS;SP;10/07/2015;2015;19:58:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;JATO;BIMOTOR;125;0;BRASIL;DECOLAGEM;NENHUM
53410;INCIDENTE;COM TREM DE POUSO;CORUMBÁ;MS;12/07/2015;2015;17:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;75;2011;BRASIL;DECOLAGEM;NENHUM
53411;INCIDENTE;COM TREM DE POUSO;GUARULHOS;SP;11/07/2015;2015;04:22:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;5;1983;BRASIL;TÁXI;LEVE
53412;INCIDENTE GRAVE;PERDA DE COMPONENTE EM VOO;MACAÉ;RJ;24/03/2015;2015;16:35:00;INDETERMINADO;ATIVA;1;NÃO;HELICÓPTERO;AGUSTA;TURBOEIXO;BIMOTOR;14;2009;BRASIL;CRUZEIRO;NENHUM
53413;INCIDENTE;OUTROS;LONDRINA;PR;10/07/2015;2015;17:20:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;6;2011;BRASIL;DECOLAGEM;NENHUM
53416;INCIDENTE;ESTOURO DE PNEU;SÃO PAULO;SP;11/07/2015;2015;16:51:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;6;2000;BRASIL;TÁXI;NENHUM
53417;INCIDENTE;ESTOURO DE PNEU;SALVADOR;BA;18/07/2015;2015;00:03:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;7;1984;BRASIL;POUSO;NENHUM
53418;ACIDENTE;INDETERMINADO;DIVINÓPOLIS;MG;11/07/2015;2015;16:14:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;1998;BRASIL;DECOLAGEM;DESTRUÍDA
53419;ACIDENTE;PERDA DE CONTROLE NO SOLO;BRAGANÇA PAULISTA;SP;23/07/2015;2015;13:40:00;INDETERMINADO;INDETERMINADA;1;SIM;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;2007;BRASIL;POUSO;SUBSTANCIAL
53420;INCIDENTE;ESTOURO DE PNEU;COARI;AM;22/07/2015;2015;13:09:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;6;1976;BRASIL;CORRIDA APÓS POUSO;NENHUM
53421;INCIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;SÃO PAULO;SP;20/07/2015;2015;14:05:00;INDETERMINADO;FINALIZADA;1;NÃO;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;2;2007;BRASIL;POUSO;NENHUM
53422;INCIDENTE;ESTOURO DE PNEU;GOIÂNIA;GO;05/07/2015;2015;00:50:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;6;1976;BRASIL;POUSO;NENHUM
53423;ACIDENTE;POUSO BRUSCO;ARACAJU;SE;01/08/2015;2015;12:50:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1974;BRASIL;POUSO;SUBSTANCIAL
